Probeset_ID,Symbol,Time,Values,JTKP,JTKQ,JTKperiod,JTKphase,Tissue
10446965,Rasgrp3,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,1055.3;1138.4;1036.3;1121.3;1118.8;1005.3;984.7;1004.4;854.3;849.7;870.2;917.5;974.6;1026.5;1056.7;1159.1;1081.2;1074.2;1004.7;934.9;867.5;818.0;812.7;902.9,9.4304e-10,3.35307e-06,26.0,23.0,heart
10389581,Ypel2,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,437.5;447.5;456.6;363.2;395.5;278.0;209.9;224.3;243.3;260.5;289.7;340.7;377.6;449.8;438.6;430.3;418.3;266.9;254.1;246.3;234.9;271.0;294.4;410.3,3.2773e-09,6.85456e-06,24.0,21.0,heart
10375402,Adam19,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,523.4;759.6;690.8;609.2;740.6;510.9;374.3;304.6;252.6;296.7;264.4;425.2;515.4;668.7;782.5;619.7;715.6;390.6;305.7;270.3;246.4;261.0;293.4;466.8,3.2773e-09,6.85456e-06,24.0,23.0,heart
10411459,Tmem171,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,424.4;428.1;457.8;454.0;421.4;360.0;242.0;165.9;193.8;185.8;260.4;307.1;382.4;443.9;413.3;421.3;380.1;275.1;251.2;170.0;168.1;132.8;278.2;398.5,1.83884e-08,2.25454e-05,24.0,22.0,heart
10556487,,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,75.3;141.5;155.9;119.7;89.5;72.4;57.1;49.4;49.0;49.9;54.9;61.1;84.4;112.3;113.6;125.9;95.9;61.7;54.8;46.1;58.2;50.5;76.7;73.0,1.83884e-08,2.25454e-05,24.0,22.0,heart
10556442,Tead1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,1900.8;2138.5;2085.1;1978.1;1812.9;1749.0;1662.4;1716.2;1602.1;1688.0;1740.4;1752.8;1909.6;2018.1;2054.5;1889.0;1873.4;1712.3;1670.8;1648.6;1485.7;1562.2;1612.0;1732.6,1.83884e-08,2.25454e-05,25.0,21.0,heart
10556456,Tead1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,2745.9;3135.3;2982.4;2790.8;2698.7;2637.9;2329.3;2531.3;2328.2;2470.8;2477.0;2580.2;2915.2;3028.5;3006.7;2943.4;2756.6;2546.8;2294.4;2422.5;2124.0;2197.8;2409.1;2602.5,5.33749e-08,4.62877e-05,25.0,21.0,heart
10389701,Akap1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,1172.6;1299.2;1242.8;1352.3;1248.0;1228.5;1057.5;1108.3;947.3;1031.9;984.8;1058.9;1130.2;1403.7;1438.9;1337.0;1280.0;1175.6;1117.8;1082.4;880.2;981.7;963.5;1083.2,8.8892e-08,6.4503e-05,24.0,23.5,heart
10410465,BC018507,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,733.8;762.6;730.5;738.4;709.0;684.8;571.8;600.3;539.7;531.3;584.3;668.8;678.5;725.9;734.2;776.1;721.2;657.4;614.2;591.4;546.7;586.5;586.8;672.6,1.45959e-07,9.43586e-05,24.0,23.0,heart
10356084,Irs1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,365.8;333.2;376.7;359.9;340.8;447.5;331.2;292.2;247.7;254.5;267.9;293.6;319.5;453.3;499.9;397.4;425.5;318.9;311.7;258.0;222.1;249.9;292.0;330.9,2.36444e-07,0.000127379,24.0,23.0,heart
10367673,Plekhg1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,285.0;302.6;277.9;303.1;294.7;258.8;221.1;232.4;215.5;217.8;201.1;242.0;230.6;299.3;327.1;308.5;294.7;268.2;250.7;226.3;200.7;222.4;204.3;245.2,3.07279e-07,0.000160671,24.0,23.0,heart
10359982,Atf6,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,2310.8;2671.2;2290.1;2074.7;2081.6;1748.0;1741.2;1797.9;1901.7;1934.3;1965.6;2282.1;2253.1;2480.6;2336.4;2145.0;2245.6;1886.7;1756.4;1838.2;1838.7;1988.0;2158.6;2369.8,3.78114e-07,0.000165978,24.0,20.0,heart
10355998,Fam124b,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,66.4;89.4;94.2;97.8;92.0;60.9;57.2;52.2;48.0;46.6;55.7;59.2;68.4;87.2;89.9;83.5;85.7;53.2;62.9;42.6;57.0;49.8;58.0;62.5,3.78114e-07,0.000165978,24.0,23.0,heart
10532937,Unc119b,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,280.9;313.8;307.9;306.2;292.3;269.4;240.6;262.0;208.0;218.3;250.9;310.2;272.9;355.0;357.4;299.2;329.4;253.9;235.1;231.8;217.4;216.8;270.1;295.7,5.97258e-07,0.000212361,24.0,22.0,heart
10523579,Arhgap24,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,222.0;248.1;261.6;227.8;225.4;219.6;199.9;215.1;194.9;208.3;180.7;209.4;241.4;256.4;279.9;256.5;215.3;238.9;219.0;215.0;189.2;195.8;206.6;214.9,5.97258e-07,0.000212361,24.0,23.0,heart
10358670,Hmcn1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,545.9;663.0;558.3;537.0;538.4;548.7;447.6;436.8;428.1;463.2;444.6;532.0;534.5;568.9;630.3;571.9;555.6;566.0;501.3;466.9;506.0;449.8;400.6;520.1,5.97258e-07,0.000212361,28.0,20.0,heart
10426098,Creld2,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,405.9;447.0;429.4;498.7;492.5;414.9;381.8;389.3;338.9;355.4;327.9;399.8;378.5;499.4;548.3;570.2;538.2;399.6;394.8;377.9;354.9;368.4;387.1;395.2,1.43906e-06,0.000409338,24.0,23.5,heart
10566767,St5,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,386.9;423.3;424.7;411.6;441.5;457.7;383.0;403.1;328.6;333.8;316.3;369.1;370.9;477.1;528.6;479.8;406.3;388.4;341.8;333.9;305.8;314.3;362.7;363.3,1.43906e-06,0.000409338,24.0,23.5,heart
10443463,Cdkn1a,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,323.6;878.9;728.3;486.1;571.1;307.7;491.7;255.0;254.7;249.2;264.2;304.2;351.9;580.8;600.4;451.8;564.2;250.6;238.7;224.9;204.4;271.3;305.4;314.5,1.43906e-06,0.000409338,24.0,22.0,heart
10565288,Fam108c,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,744.2;766.6;739.5;770.9;744.8;731.2;698.7;674.8;666.4;684.9;624.4;726.2;778.2;773.9;760.2;809.8;734.8;729.9;672.2;679.9;654.1;613.8;667.3;703.6,2.19722e-06,0.000562047,24.0,23.0,heart
10509777,Iffo2,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,117.2;121.3;113.0;118.6;119.2;115.1;114.9;94.5;95.6;106.2;108.1;117.4;122.3;119.5;128.0;122.8;113.5;108.2;101.0;103.9;93.2;106.2;108.3;110.4,2.75866e-06,0.000685922,24.0,22.0,heart
10342021,,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,932.6;932.3;817.9;808.2;785.1;772.1;678.9;682.7;737.2;804.3;792.4;850.2;821.1;1102.6;1073.9;817.6;798.4;777.1;719.8;829.1;747.9;691.3;717.1;784.3,3.32009e-06,0.000761607,28.0,21.0,heart
10388488,Fam101b,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,660.9;615.6;673.8;640.2;667.1;642.1;520.7;532.4;409.4;439.3;502.8;547.1;633.3;818.7;771.6;717.6;718.9;507.4;495.1;539.9;430.0;429.9;489.3;561.6,3.32009e-06,0.000761607,24.0,23.0,heart
10533945,Ubc,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,12873.1;12254.9;12875.8;12232.0;13041.9;12205.7;11161.7;10801.0;11209.0;11212.1;11985.2;12324.8;12747.0;14364.0;13779.8;12193.9;12427.7;11601.9;11088.5;9595.0;11382.0;10791.2;11676.1;12652.8,3.32009e-06,0.000761607,24.0,21.0,heart
10478754,Arfgef2,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,744.4;772.4;682.3;731.7;670.0;663.5;596.6;674.0;601.8;648.7;638.6;723.7;724.3;789.4;828.6;744.3;688.0;642.5;652.7;635.5;614.4;647.1;649.8;710.9,4.96685e-06,0.00101495,26.0,20.0,heart
10519497,Steap4,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,708.4;853.3;768.1;856.2;748.4;645.4;627.5;607.9;582.3;545.8;587.2;731.8;712.3;767.5;854.3;789.6;817.5;773.9;666.0;626.9;609.8;561.9;717.2;761.3,4.96685e-06,0.00101495,24.0,23.5,heart
10471018,Fam73b,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,510.0;460.3;509.4;532.3;452.9;455.4;430.9;401.5;409.0;384.2;460.3;471.6;461.9;552.7;607.2;490.6;444.4;382.8;380.1;375.1;387.0;396.7;490.5;513.2,6.16306e-06,0.00122421,22.0,23.0,heart
10595856,Slc25a36,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,964.2;1059.5;893.1;1040.5;859.2;840.4;854.0;801.0;784.0;760.1;893.1;913.9;966.2;980.9;1032.7;1052.5;1065.5;893.0;844.4;774.5;734.7;752.1;862.3;873.7,6.16306e-06,0.00122421,26.0,20.0,heart
10556082,Ppfibp2,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,469.1;495.2;511.6;440.4;505.0;469.9;402.8;377.0;356.4;343.2;374.4;408.8;425.7;508.6;557.4;478.1;448.7;514.8;446.6;348.1;356.4;376.0;387.6;442.5,6.16306e-06,0.00122421,24.0,23.0,heart
10590918,Amotl1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,483.9;502.1;551.0;527.4;513.6;495.3;470.5;475.9;455.3;483.1;476.9;506.1;480.4;582.2;655.1;534.2;508.6;474.6;423.9;457.0;477.9;480.8;487.9;513.6,6.16306e-06,0.00122421,22.0,23.5,heart
10451198,Vegfa,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,2618.8;2597.8;2539.6;2503.7;2505.3;2123.9;2112.8;2207.2;2008.5;2095.8;2199.8;2451.5;2510.7;2612.4;2758.7;2497.5;2609.9;1942.1;1995.4;1940.8;2004.3;2077.0;2241.4;2501.0,7.35927e-06,0.00130833,24.0,21.0,heart
10466779,Pip5k1b,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,786.3;760.3;663.9;770.0;800.8;699.4;679.5;637.9;563.6;594.9;583.4;687.4;684.7;835.4;821.8;808.0;745.8;707.1;640.4;574.4;578.9;566.8;545.0;618.4,7.35927e-06,0.00130833,26.0,21.0,heart
10465638,Naa40,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,358.5;350.5;316.2;338.5;325.2;311.7;296.9;322.2;263.1;295.7;297.5;338.2;322.2;347.1;394.2;355.3;345.3;337.1;301.8;299.5;269.2;285.2;318.7;324.0,9.0814e-06,0.00158283,26.0,21.0,heart
10457733,B4galt6,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,438.9;517.1;464.4;478.0;472.5;439.7;403.5;398.1;363.8;402.7;385.0;431.8;393.1;460.4;538.1;501.6;461.6;494.4;406.8;394.8;365.0;383.9;376.5;439.8,1.08035e-05,0.00168478,26.0,21.0,heart
10491136,Tnik,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,500.8;490.0;467.3;432.2;459.9;430.2;371.6;387.2;349.6;393.4;432.0;469.3;448.2;416.5;473.7;462.7;451.0;416.7;386.5;370.5;384.8;414.4;445.2;452.9,1.08035e-05,0.00168478,24.0,21.0,heart
10355893,Epha4,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,690.2;867.3;856.5;762.8;840.3;852.6;733.9;646.3;541.5;561.0;496.1;644.4;598.0;898.5;994.0;863.5;843.1;790.1;704.1;592.0;550.2;505.2;458.2;612.0,1.08035e-05,0.00168478,26.0,23.0,heart
10541301,Tuba8,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,3029.9;3115.6;3266.4;2968.2;2856.4;3001.1;2453.9;2328.6;2209.0;2722.2;2659.9;2864.5;3075.9;3065.2;3523.7;2756.2;2800.7;2077.8;2063.1;2080.3;2392.3;2093.5;2562.2;2769.6,1.08035e-05,0.00168478,24.0,21.0,heart
10507851,Pabpc4,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,2265.0;2219.6;2155.9;2184.3;2075.7;2048.4;1971.6;2001.2;1973.5;2118.6;1992.1;2053.2;2125.0;2171.5;2297.1;2293.9;2197.2;2021.2;2038.5;1968.1;2004.1;1990.6;1994.4;1996.7,1.08035e-05,0.00168478,26.0,21.0,heart
10596675,BY080835,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,396.3;364.2;336.4;357.1;354.2;315.7;305.1;295.4;295.7;323.5;321.3;320.4;375.2;381.7;398.4;366.6;349.2;312.3;294.9;315.4;302.5;300.4;333.4;386.3,1.08035e-05,0.00168478,24.0,21.0,heart
